datetime,open,high,low,close,volume
2025-07-21,172.75,173.38,171.0,171.38,123126100.0
2025-07-22,171.34,171.39,164.58,167.029999,193114300.0
2025-07-23,169.53,171.25999,167.97,170.78,154082200.0
2025-07-24,172.44,173.83,171.3,173.74001,128984600.0
2025-07-25,173.61,174.72,172.96001,173.5,122073100.0
